B	muFe	ms1	ms2	ms3	ms4	ms5	ms6	ms7	ms8	ms9	ms10
0.9734999999999999	13.66	2.2071669335759478e9	2.3497140804543886e9	2.342178322344519e9	2.342178322344519e9	1.6069284687530868e9	2.060254931551289e9	1.6302930665476e9	2.0546875088527277e9	1.8651585667906952e9	1.8750143712268534e9
0.9734999999999999	13.809999999999999	2.2283690718671074e9	2.3721702782613645e9	2.3644713873993783e9	2.3644713873993783e9	1.6219975524365277e9	2.0799141613120742e9	1.6458765685551012e9	2.0743425634784305e9	1.8829050625270278e9	1.8929200711920018e9
0.9734999999999999	13.959999999999999	2.249542531632842e9	2.3945950176463275e9	2.3867323693953323e9	2.3867323693953323e9	1.6370428662649167e9	2.0995455635222666e9	1.661438266333341e9	2.093970257124488e9	1.9006259598754458e9	1.9108005578160927e9
0.9734999999999999	14.11	2.270687659204632e9	2.4169886800053535e9	2.40896165850962e9	2.40896165850962e9	1.6520647025480733e9	2.119149475958191e9	1.6769784241964488e9	2.113570921272893e9	1.918321570233103e9	1.9286561369606225e9
0.9734999999999999	14.26	2.2918047930963316e9	2.4393516381076403e9	2.431159636079455e9	2.431159636079455e9	1.6670633469339314e9	2.1387262287511182e9	1.6924973004803913e9	2.1331448799105575e9	1.935992197941024e9	1.946487107566573e9
0.9734999999999999	14.409999999999998	2.3128942642610097e9	2.4616842563792696e9	2.4533266748932695e9	2.4533266748932695e9	1.6820390786289263e9	2.1582761446388507e9	1.707995147739656e9	2.1526924497758718e9	1.9536381405165665e9	1.9642937618821008e9
0.9734999999999999	14.559999999999999	2.3339563963367624e9	2.4839868911748033e9	2.4754631394691386e9	2.4754631394691386e9	1.6969921706086783e9	2.1777995392065244e9	1.7234722129353547e9	2.1722139405945234e9	1.9712596888756924e9	1.98207638568047e9
0.9734999999999999	14.709999999999999	2.354991505881982e9	2.5062598910372434e9	2.4975693863215804e9	2.4975693863215804e9	1.7119228898198166e9	2.197296721117156e9	1.738928737615457e9	2.1917096553053956e9	1.988857127545952e9	1.9998352584686618e9
0.9734999999999999	14.86	2.3759999026007853e9	2.5285035969471846e9	2.519645764217093e9	2.519645764217093e9	1.726831497373173e9	2.216767992332398e9	1.754364958087446e9	2.211179890276924e9	2.0064307348705208e9	2.0175706536872613e9
0.974	0.01	1.918040848809491e7	2.549000712742466e7	3.0092503270054054e7	3.0092503270054054e7	1.946537224764052e7	2.28462944969314e7	1.63864483303349e7	1.9627841761988524e7	1.952811484389696e7	1.9814296365835547e7
0.974	0.16	6.859146042144865e7	7.77333640889991e7	8.208059921989062e7	8.208059921989062e7	6.301063028169919e7	7.035776707609211e7	5.5019373784762986e7	6.682722903839026e7	6.4968494697692e7	6.37086363568845e7
0.974	0.31	1.0273354021315564e8	1.14206130357033e8	1.1815958309733045e8	1.1815958309733045e8	8.97813067828915e7	1.0175897127937935e8	8.048263451667163e7	9.888237912227981e7	9.46388802335622e7	9.255902819658479e7
0.974	0.45999999999999996	1.3333695335048953e8	1.467136644135754e8	1.5028752274291053e8	1.5028752274291053e8	1.1248454912119505e8	1.2894409821394e8	1.0292240828932673e8	1.2736308478684396e8	1.2053731927102758e8	1.1836546361950788e8
0.974	0.61	1.621004991947327e8	1.7717595800443777e8	1.803389990382529e8	1.803389990382529e8	1.3321759867813887e8	1.526149247254369e8	1.2381770311858125e8	1.5402244980569264e8	1.446087678480132e8	1.424852168017845e8
0.974	0.76	1.9056164479087365e8	2.0740600429013965e8	2.1033443940671888e8	2.1033443940671888e8	1.536943227178716e8	1.8010137221482667e8	1.4464313623218787e8	1.804511614657764e8	1.6846561536644343e8	1.665214617303244e8
0.974	0.9099999999999999	2.1787643334986484e8	2.3635028123823044e8	2.3901275542577666e8	2.3901275542577666e8	1.730833639041343e8	2.0732689003266048e8	1.645706975520186e8	2.057651747786868e8	1.9122508100847837e8	1.8952773493198434e8
0.974	1.06	2.4473739925757685e8	2.648214196386193e8	2.6725560728160676e8	2.6725560728160676e8	1.9220578305848935e8	2.3347808011308473e8	1.8420262293848142e8	2.3068628722985125e8	2.1365012729025778e8	2.1217155204826733e8
0.974	1.21	2.717679684344984e8	2.935490476066656e8	2.958597057627753e8	2.958597057627753e8	2.117275020152706e8	2.5865369969327387e8	2.040805962361565e8	2.5585501494518146e8	2.363961361094937e8	2.3505995326368073e8
0.974	1.3599999999999999	2.9810705421942204e8	3.214951633773487e8	3.236514441558009e8	3.236514441558009e8	2.3060684727785888e8	2.831309296333739e8	2.2340853379089445e8	2.8035200707588375e8	2.5848555357213792e8	2.5731432441158298e8
0.974	1.51	3.2384616055475247e8	3.4876425404334587e8	3.507402534147053e8	3.507402534147053e8	2.4893279329478472e8	3.070034597263037e8	2.4226019102088156e8	3.0426678197893155e8	2.800070855974672e8	2.7901970009635407e8
0.974	1.66	3.4976870502542347e8	3.7629733702543193e8	3.7815529914778566e8	3.7815529914778566e8	2.6763766528486174e8	3.31129082532386e8	2.613189544324463e8	3.2839218345774645e8	3.017979128768992e8	3.0096115194024587e8
0.974	1.8099999999999998	3.759872460805849e8	4.0422391846720624e8	4.06033432529152e8	4.06033432529152e8	2.8683250995253414e8	3.556241847130849e8	2.8067719266715765e8	3.5283886048360395e8	3.2396845891977084e8	3.232449004871679e8
0.974	1.96	4.0185046310811865e8	4.3175370061722904e8	4.3350336233176965e8	4.3350336233176965e8	3.057124670843945e8	3.797660766547901e8	2.997580728794769e8	3.769431198531818e8	3.45809303240676e8	3.45208649054181e8
0.974	2.11	4.2738988648303145e8	4.589221258605882e8	4.6060170707756543e8	4.6060170707756543e8	3.243062777914193e8	4.035863736190565e8	3.18586398233294e8	4.007354850401834e8	3.6735008931322306e8	3.6688102340408653e8
0.974	2.26	4.52632210438094e8	4.857591818489022e8	4.873594368635424e8	4.873594368635424e8	3.426382094178796e8	4.2711181982057536e8	3.3718315222455806e8	4.242417867463281e8	3.8861588267827463e8	3.882862402097841e8
0.974	2.4099999999999997	4.776003064530178e8	5.1229054709592557e8	5.138030614047291e8	5.138030614047291e8	3.6072900220844096e8	4.503653121794826e8	3.5556630121074355e8	4.4748414778683376e8	4.0962813458429915e8	4.0944503352763784e8
0.974	2.5599999999999996	5.026938201268701e8	5.389824689588957e8	5.404195444718187e8	5.404195444718187e8	3.7898565673623437e8	4.737677631988942e8	3.7407118823261845e8	4.708552767729843e8	4.307952167233069e8	4.3073975336474097e8
0.974	2.7099999999999995	5.283861948168357e8	5.663869094193072e8	5.677849699728956e8	5.677849699728956e8	3.978884523657021e8	4.978173547398957e8	3.930948982403714e8	4.948200882934362e8	4.5260030856097245e8	4.526230205927141e8
0.974	2.86	5.539018837381278e8	5.935962261643047e8	5.949503338316157e8	5.949503338316157e8	4.166398515369855e8	5.2169388923566616e8	4.119833503477746e8	5.18615402523663e8	4.742455588682422e8	4.743496541208439e8
0.974	3.01	5.792512841069694e8	6.206219452160786e8	6.219274889615787e8	6.219274889615787e8	4.3524892156798905e8	5.454076013172802e8	4.307445330116194e8	5.422512243076636e8	4.957404405764281e8	4.959289117829084e8
0.974	3.1599999999999997	6.044436943150768e8	6.474743720755268e8	6.487270312056937e8	6.487270312056937e8	4.537237627125807e8	5.689676411801989e8	4.493855888393107e8	5.657364994556907e8	5.170934217972037e8	5.1736907077838326e8
0.974	3.3099999999999996	6.29487476681463e8	6.741627727356346e8	6.753584859609708e8	6.753584859609708e8	4.720716522692433e8	5.923822354803735e8	4.679129400284466e8	5.890792717676944e8	5.383121150140111e8	5.386775731379076e8
0.974	3.4599999999999995	6.543901898138925e8	7.006955208617078e8	7.018304598950155e8	7.018304598950155e8	4.902991616591278e8	6.156588181483612e8	4.86332390361493e8	6.122868107131376e8	5.594033983648597e8	5.598611439958649e8
0.974	3.6099999999999994	6.791586973271227e8	7.270802186558979e8	7.281507655149341e8	7.281507655149341e8	5.084122524961597e8	6.388041378067776e8	5.046492089646072e8	6.353657162860405e8	5.803735152215592e8	5.809258887126389e8
0.974	3.76	7.037992579487578e8	7.533237970095578e8	7.543265243729683e8	7.543265243729683e8	5.2641635613512677e8	6.618243467744936e8	5.228681997135955e8	6.583220058948243e8	6.012281566900191e8	6.018773733509245e8
0.974	3.9099999999999997	7.283176008147893e8	7.794325991778951e8	7.803642532790498e8	7.803642532790498e8	5.443164400850495e8	6.847250754227169e8	5.409937592212112e8	6.81161186959188e8	6.219725305254936e8	6.227206919095094e8
0.974	4.06	7.527189888640652e8	8.054124512161562e8	8.062699368627361e8	8.062699368627361e8	5.621170638772333e8	7.075114947633507e8	5.590299256504545e8	7.038883180233473e8	6.426114191352371e8	6.434605229181303e8
0.974	4.21	7.770082725830904e8	8.312687216835743e8	8.320490890705981e8	8.320490890705981e8	5.798224263901008e8	7.30188369498007e8	5.769804200905917e8	7.265080605594454e8	6.631492287358967e8	6.641011774077982e8
0.974	4.359999999999999	8.011899358614589e8	8.570063725746127e8	8.577068056202263e8	8.577068056202263e8	5.974364061950144e8	7.527601032696923e8	5.948486818537579e8	7.49024723160496e8	6.835900312816002e8	6.846466398314097e8
0.974	4.51	8.252681353476136e8	8.826300030238377e8	8.832478090060948e8	8.832478090060948e8	6.149625961568768e8	7.752307774919953e8	6.126378987637215e8	7.714422994642881e8	7.039376004380312e8	7.051006031774522e8
0.974	4.659999999999999	8.492467344117475e8	9.081438870160018e8	9.086764873273593e8	9.086764873273593e8	6.324043332714853e8	7.976041848506566e8	6.303510332902684e8	7.937645008764725e8	7.24195442617878e8	7.254664992666348e8
0.974	4.81	8.731293326046364e8	9.335520060901501e8	9.339969279572214e8	9.339969279572214e8	6.497647245274291e8	8.19883858356368e8	6.479908452143903e8	8.159947849505093e8	7.443668238927143e8	7.457475250259514e8
0.974	4.96	8.969192913314499e8	9.588580778375177e8	9.592129468785669e8	9.592129468785669e8	6.670466694297297e8	8.420730966598969e8	6.655599113785403e8	8.381363801182463e8	7.644547934407123e8	7.659466653831205e8
0.974	5.109999999999999	9.206197563266734e8	9.840655808450598e8	9.843281143579592e8	9.843281143579592e8	6.842528797038875e8	8.641749862087631e8	6.830606429737061e8	8.601923073366944e8	7.844622040673476e8	7.860667133050616e8
0.974	5.26	9.44233677410865e8	1.0091777766193163e9	1.0093457775088603e9	1.0093457775088603e9	7.013858966057457e8	8.8619242072082e8	7.004953007337016e8	8.82165399114608e8	8.043917302395711e8	8.061102874100527e8
0.974	5.409999999999999	9.677638259260743e8	1.0341977289315915e9	1.0342690801991935e9	1.0342690801991935e9	7.184481061879872e8	9.081281183666562e8	7.178660083425161e8	9.040583163017911e8	8.24245883997159e8	8.260798475081723e8
0.974	5.56	9.912128101795162e8	1.0591283209511107e9	1.0591009806804483e9	1.0591009806804483e9	7.3544175281441e8	9.299846369865539e8	7.351747643085312e8	9.258735629588034e8	8.440270290428798e8	8.459777083643811e8
0.974	5.71	1.0145830891705753e9	1.083972270471659e9	1.0838442672537782e9	1.0838442672537782e9	7.523689511649139e8	9.517643876137778e8	7.524234525175623e8	9.476134995725355e8	8.637373932635806e8	8.658060519298928e8
0.974	5.859999999999999	1.0378769848319165e9	1.1087321434885037e9	1.1085015722372878e9	1.1085015722372878e9	7.692316969350024e8	9.734696465321165e8	7.696138516425371e8	9.692803548400578e8	8.833790798933431e8	8.855669382481534e8
0.974	6.01	1.0610966929797256e9	1.1334103663419244e9	1.133075384457595e9	1.133075384457595e9	7.860318764014038e8	9.951025660600864e8	7.867476435598484e8	9.908762362087907e8	9.029540774971243e8	9.052623152091978e8
0.974	6.159999999999999	1.0842442931376636e9	1.1580092366106305e9	1.1575680604543965e9	1.1575680604543965e9	8.027712749994385e8	1.0166651842245932e9	8.038264208992151e8	1.0124031393317116e9	9.224642689257605e8	9.248940272997336e8
0.974	6.31	1.1073217573752813e9	1.182530932911083e9	1.181981834558818e9	1.181981834558818e9	8.19451585035572e8	1.0381594334627476e9	8.208516938354347e8	1.0338629565731593e9	9.419114393706979e8	9.444638234742745e8
0.974	6.46	1.1303309582806199e9	1.2069775237360103e9	1.2063188279828343e9	1.2063188279828343e9	8.3607441264107e8	1.0595871484701025e9	8.378248962140995e8	1.0552574846808664e9	9.612972836283168e8	9.639733642542764e8
0.974	6.609999999999999	1.1532736761700132e9	1.231350975446429e9	1.2305810570373585e9	1.2305810570373585e9	8.526412840570894e8	1.0809500732971053e9	8.547473910907899e8	1.0765884317231977e9	9.806234126678792e8	9.834242281474241e8
0.974	6.76	1.176151605623788e9	1.2556531595154705e9	1.254770440580546e9	1.254770440580546e9	8.691536513292694e8	1.102249867780985e9	8.716204757516392e8	1.097857423377314e9	9.998913595842044e8	1.0028179174657876e9
0.974	6.909999999999999	1.198966361424326e9	1.2798858591094065e9	1.2788888067838058e9	1.2788888067838058e9	8.856128974792471e8	1.1234881133888414e9	8.884453862745343e8	1.1190660086418695e9	1.0191025850048945e9	1.022155863611493e9
0.974	7.06	1.221719483962938e9	1.3040507750791748e9	1.3029378992915263e9	1.3029378992915263e9	9.020203412113014e8	1.144666318537274e9	9.052233016818558e8	1.1402156650382187e9	1.0382584820131476e9	1.0414394318889666e9
0.974	7.209999999999999	1.2444124441734715e9	1.328149531426993e9	1.326919382840446e9	1.326919382840446e9	9.183772412049556e8	1.165785923445754e9	9.219553477292897e8	1.1613078033560114e9	1.0573603806386029e9	1.0606699258953815e9
0.974	7.359999999999999	1.2670466480428278e9	1.3521836803037467e9	1.3508348483964908e9	1.3508348483964908e9	9.34684800037905e8	1.186848304573303e9	9.386426003695401e8	1.1823437719914782e9	1.0764095519625223e9	1.0798485915342822e9
0.974	7.51	1.2896234407427769e9	1.3761547065861993e9	1.3746858178593261e9	1.3746858178593261e9	9.509441677778181e8	1.2078547786820204e9	9.552860889248008e8	1.2033248609211476e9	1.0954072118775194e9	1.098976620691733e9
0.974	7.659999999999999	1.312144110421619e9	1.400064032077223e9	1.3984737483790483e9	1.3984737483790483e9	9.671564452770936e8	1.2288066065658329e9	9.718867989979165e8	1.224252305348213e9	1.1143545245372653e9	1.118055154609504e9
0.974	7.81	1.3346098916899192e9	1.423913019366602e9	1.4222000363238711e9	1.4222000363238711e9	9.83322687200569e8	1.2497049964777608e9	9.884456751483308e8	1.2451272890544271e9	1.1332526055272465e9	1.1370852869857216e9
0.974	7.959999999999999	1.357021968830351e9	1.447702975386011e9	1.4458660209331682e9	1.4458660209331682e9	9.994439048122972e8	1.2705511072857366e9	1.0049636233560871e9	1.2659509474864123e9	1.1521025247841105e9	1.1560680668299088e9
0.974	8.11	1.3793814787582307e9	1.4714351546876419e9	1.469472987686336e9	1.469472987686336e9	1.0155210685450299e9	1.2913460513828762e9	1.0214415132942502e9	1.2867243706021454e9	1.1709053092878544e9	1.1750045010959163e9
0.974	8.26	1.4016895137564454e9	1.4951107624726458e9	1.4930221714144762e9	1.4930221714144762e9	1.0315551103727393e9	1.3120908973757553e9	1.0378801804280037e9	1.307448605500372e9	1.1896619455484552e9	1.193895557114055e9
0.974	8.41	1.4239471240057266e9	1.518730957392732e9	1.516514759178645e9	1.516514759178645e9	1.0475469260049121e9	1.332786672571091e9	1.0542804279564044e9	1.3281246588529038e9	1.2083733819059517e9	1.212742164840863e9
0.974	8.559999999999999	1.4461553199288056e9	1.5422968541455681e9	1.5399518929362276e9	1.5399518929362276e9	1.0634973769186591e9	1.3534343652795358e9	1.0706430286113844e9	1.348753499158173e9	1.2270405306612623e9	1.2315452189434824e9
0.974	8.709999999999999	1.468315074365463e9	1.5658095258826795e9	1.563334672014433e9	1.563334672014433e9	1.0794072922433553e9	1.3740349269527755e9	1.0869687263266406e9	1.3693360588317447e9	1.2456642700527518e9	1.2503055807331452e9
0.974	8.86	1.4904273245930903e9	1.5892700064460683e9	1.5866641554078336e9	1.5866641554078336e9	1.0952774705110128e9	1.3945892741687536e9	1.103258237787944e9	1.3898732361484942e9	1.2642454460922463e9	1.269024079961409e9
0.974	9.01	1.5124929742062755e9	1.6126792924488478e9	1.6099413639153407e9	1.6099413639153407e9	1.111108681283764e9	1.4150982904782617e9	1.1195122538752327e9	1.410365897048987e9	1.2827848742726772e9	1.287701516490813e9
0.974	9.16	1.5345128948675034e9	1.636038345212808e9	1.6331672821303163e9	1.6331672821303163e9	1.126901666669252e9	1.43556282812457e9	1.135731441005629e9	1.4308148768219817e9	1.3012833411584563e9	1.306338661850906e9
0.974	9.309999999999999	1.5564879279396183e9	1.6593480925751507e9	1.6563428602960641e9	1.6563428602960641e9	1.1426571427332494e9	1.4559837096469254e9	1.1519164423856928e9	1.45122098167316e9	1.3197416058681064e9	1.324936260688926e9
0.974	9.459999999999999	1.5784188860099041e9	1.6826094305751083e9	1.6794690160379598e9	1.6794690160379598e9	1.1583758008179653e9	1.4763617293773465e9	1.168067879180502e9	1.4715849901896935e9	1.3381604014584494e9	1.34349503212424e9
0.974	9.61	1.6003065543146772e9	1.7058232250302901e9	1.7025466359820929e9	1.7025466359820929e9	1.1740583087738507e9	1.496697654839576e9	1.1841863516062703e9	1.4919076547089427e9	1.3565404362180429e9	1.3620156710140998e9
0.974	9.76	1.622151692071987e9	1.7289903130113442e9	1.725576577269664e9	1.725576577269664e9	1.189705312111729e9	1.5169922280577931e9	1.2002724399524853e9	1.5121897025991368e9	1.374882394877293e9	1.3804988491377718e9
0.974	9.91	1.6439550337302032e9	1.7521115042233803e9	1.748559668975242e9	1.748559668975242e9	1.2053174350816236e9	1.537246166782437e9	1.2163267055393841e9	1.5324318374587178e9	1.393186939741746e9	1.398945216305736e9
0.974	10.059999999999999	1.6657172901385064e9	1.775187582300846e9	1.7714967134363768e9	1.7714967134363768e9	1.220895281683958e9	1.5574601656393256e9	1.2323496916155586e9	1.5526347402409706e9	1.4114547117546113e9	1.4173554013995075e9
0.974	10.209999999999999	1.6874391496454525e9	1.7982193060229695e9	1.7943884875013442e9	1.7943884875013442e9	1.236439436618282e9	1.5776348972081997e9	1.2483419242003605e9	1.5727990703093307e9	1.4296863314937205e9	1.4357300133474824e9
0.974	10.36	1.7091212791311703e9	1.8212074104553654e9	1.8172357437012393e9	1.8172357437012393e9	1.251950466174345e9	1.5977710130357814e9	1.2643039128752282e9	1.5929254664288542e9	1.4478824001081622e9	1.45406964204163e9
0.974	10.51	1.7307643249777818e9	1.8441526080236034e9	1.8400392113520079e9	1.8400392113520079e9	1.2674289190696263e9	1.6178691445882804e9	1.2802361515278046e9	1.613014547698393e9	1.4660435001987882e9	1.472374859199448e9
0.974	10.66	1.7523689139828527e9	1.8670555895233297e9	1.8627995975913649e9	1.8627995975913649e9	1.2828753272374582e9	1.6379299041478796e9	1.296139119052146e9	1.6330669144279485e9	1.4841701966469548e9	1.4906462191751776e9
0.974	10.809999999999999	1.7739356542197864e9	1.8899170250720465e9	1.8855175883557386e9	1.8855175883557386e9	1.2982902065691838e9	1.6579538856570332e9	1.312013280008376e9	1.6530831489650238e9	1.502263037394908e9	1.508884259723753e9
0.974	10.959999999999999	1.795465135849165e9	1.9127375650060816e9	1.9081938493009777e9	1.9081938493009777e9	1.313674057613636e9	1.6779416655145586e9	1.3278590852445087e9	1.6730638164737587e9	1.5203225541816838e9	1.5270895027212076e9
0.974	11.11	1.8169579318840153e9	1.9355178407271793e9	1.9308290266711981e9	1.9308290266711981e9	1.329027366237016e9	1.6978938033266788e9	1.3436769724831586e9	1.6930094656700046e9	1.5383492632372472e9	1.545262454844289e9
0.974	11.26	1.8384145989128823e9	1.9582584655017376e9	1.9534237481190937e9	1.9534237481190937e9	1.3443506042458203e9	1.7178108426161158e9	1.3594673668756552e9	1.7129206295155535e9	1.5563436659379714e9	1.5634036082121968e9
0.974	11.41	1.8598356777828898e9	1.980960035216236e9	1.975978623481155e9	1.975978623481155e9	1.3596442299754543e9	1.7376933114924228e9	1.375230681525536e9	1.732797825874076e9	1.5743062494260747e9	1.58151344099311e9
0.974	11.559999999999999	1.8812216942459204e9	2.003623129091605e9	1.9984942455108197e9	1.9984942455108197e9	1.3749086888467574e9	1.757541723285747e9	1.3909673179838607e9	1.7526415581316361e9	1.5922374871954625e9	1.5995924179777236e9
0.974	11.709999999999999	1.9025731595702083e9	2.0262483103593717e9	2.0209711905723248e9	2.0209711905723248e9	1.3901444138926008e9	1.7773565771467345e9	1.4066776667177794e9	1.7724523157838297e9	1.610137839646056e9	1.6176409911221712e9
0.974	11.86	1.9238905711196642e9	2.0488361269021606e9	2.0434100192977672e9	2.0434100192977672e9	1.405351826256608e9	1.7971383586146843e9	1.4223621075545375e9	1.7922305749920912e9	1.6280077546089275e9	1.6356596000621228e9
0.974	12.01	1.945174412902961e9	2.0713871118605719e9	2.065811277210084e9	2.065811277210084e9	1.4205313356657023e9	1.8168875401560812e9	1.438021010102166e9	1.811976799110793e9	1.6458476678439255e9	1.6536486726001647e9
0.974	12.16	1.9664251560943794e9	2.093901784209015e9	2.0881754953136218e9	2.0881754953136218e9	1.4356833408781993e9	1.836604581675409e9	1.4536547341485646e9	1.8316914391873155e9	1.6636580035116494e9	1.6716086251680512e9
0.974	12.309999999999999	1.9876432595281534e9	2.1163806493019881e9	2.1105031906547616e9	2.1105031906547616e9	1.4508082301090791e9	1.8562899309996922e9	1.4692636300402684e9	1.8513749344365377e9	1.681439174621427e9	1.6895398632652793e9
0.974	12.459999999999999	2.0088291701679997e9	2.1388241993931317e9	2.1327948668543863e9	2.1327948668543863e9	1.4659063814336393e9	1.8759440243391495e9	1.484848039042152e9	1.871027712691665e9	1.6991915834566007e9	1.7074427818758028e9
0.974	12.61	2.0299833235533876e9	2.1612329141283617e9	2.1550510146137323e9	2.1550510146137323e9	1.4809781631712866e9	1.8955672867244196e9	1.5004082936792314e9	1.890650190832455e9	1.7169156219789221e9	1.7253177658639627e9
0.974	12.76	2.0511061442237964e9	2.1836072610147533e9	2.1772721121955485e9	2.1772721121955485e9	1.4960239342500603e9	1.9151601324227254e9	1.5159447180618007e9	1.910242775192551e9	1.7346116722128096e9	1.7431651903509111e9
0.974	12.91	2.0721980461225157e9	2.205947695866862e9	2.199458625881662e9	2.199458625881662e9	1.5110440445537212e9	1.9347229653336492e9	1.5314576281946895e9	1.9298058619471242e9	1.7522801066111236e9	1.7609854210728526e9
0.974	13.059999999999999	2.0932594329811578e9	2.2282546632314262e9	2.2216110104089417e9	2.2216110104089417e9	1.5260388352520325e9	1.9542561793659515e9	1.5469473322717154e9	1.9493398374817123e9	1.7699212884033086e9	1.7787788147221382e9
0.974	13.209999999999999	2.1142906986858888e9	2.250528596792118e9	2.2437297093842983e9	2.2437297093842983e9	1.5410086391152031e9	1.9737601587965689e9	1.5624141309562445e9	1.9688450787438056e9	1.7875355719271138e9	1.7965457192720802e9
0.974	13.36	2.1352922276264117e9	2.272769919755222e9	2.2658151556802216e9	2.2658151556802216e9	1.5559537808137171e9	1.9932352786127822e9	1.5778583176485069e9	1.9883219535779114e9	1.805123302944587e9	1.8142864742866254e9
0.974	13.51	2.156264395029071e9	2.294979045217542e9	2.287867771812182e9	2.287867771812182e9	1.5708745772041938e9	2.012681904838443e9	1.5932801787406368e9	2.0077708210449066e9	1.8226848189435806e9	1.8320014112157297e9
0.974	13.66	2.177207567274442e9	2.31715637651729e9	2.309887970298554e9	2.309887970298554e9	1.585771337601921e9	2.0321003948453581e9	1.608679993859943e9	2.0271920317270901e9	1.8402204494254131e9	1.8496908536770067e9
0.974	13.809999999999999	2.1981221022007093e9	2.339302307569272e9	2.331876154004303e9	2.331876154004303e9	1.6006443640412614e9	2.05149109765051e9	1.6240580361011655e9	2.0465859280191324e9	1.8577305161793418e9	1.8673551177248108e9
0.974	13.959999999999999	2.2190083493934e9	2.3614172231849627e9	2.353832716469198e9	2.353832716469198e9	1.6154939515241053e9	2.0708543541999288e9	1.6394145722484176e9	2.0659528444061592e9	1.875215333544887e9	1.8849945121071808e9
0.974	14.11	2.2398666504622927e9	2.3835014993782754e9	2.3757580422214756e9	2.3757580422214756e9	1.6303203882574933e9	2.0901904976400416e9	1.654749862987122e9	2.0852931077293975e9	1.892675208662423e9	1.9026093385113714e9
0.974	14.26	2.260697339306169e9	2.405555503658111e9	2.3976525070777235e9	2.3976525070777235e9	1.6451239558804812e9	2.1094998535770197e9	1.670064163106785e9	2.1046070374402144e9	1.9101104417127905e9	1.9201998917986271e9
0.974	14.409999999999998	2.281500742366113e9	2.427579595308134e9	2.419516478429883e9	2.419516478429883e9	1.659904929681434e9	2.1287827403249564e9	1.6853577216949637e9	2.1238949458432095e9	1.927521326146563e9	1.937766460228779e9
0.974	14.559999999999999	2.3022771788680077e9	2.4495741256544976e9	2.441350315519637e9	2.441350315519637e9	1.674663578805717e9	2.1480394691433096e9	1.7006307823228068e9	2.1431571383287144e9	1.9449081489032779e9	1.95530932567517e9
0.974	14.709999999999999	2.3230269610545483e9	2.4715394383221602e9	2.4631543697013116e9	2.4631543697013116e9	1.689400166454656e9	2.16727034446432e9	1.715883583222762e9	2.1623939135954885e9	1.9622711906215227e9	1.9728287638304431e9
0.974	14.86	2.3437503944076633e9	2.4934758694804916e9	2.484928984693681e9	2.484928984693681e9	1.7041149500760171e9	2.186475664110759e9	1.7311163574588897e9	2.181605563864091e9	1.9796107258401353e9	1.9903250444036796e9
0.9744999999999999	0.01	1.884563734406354e7	2.4996697458747778e7	2.9490391548769467e7	2.9490391548769467e7	1.9094322253223006e7	2.240912421481473e7	1.6086886190429725e7	1.9254444153069142e7	1.9157173732753403e7	1.9449718349364605e7
0.9744999999999999	0.16	6.764549041827327e7	7.66120634285624e7	8.086355582795852e7	8.086355582795852e7	6.2156858315201096e7	6.934808817112146e7	5.426457003390834e7	6.591216665530602e7	6.408420517067326e7	6.281128259366289e7
0.9744999999999999	0.31	1.0132949961072755e8	1.1258835036673918e8	1.1646204650433052e8	1.1646204650433052e8	8.857954609543827e7	1.0037761253029326e8	7.939552605372804e7	9.754042221168429e7	9.336028027699171e7	9.130641512070225e7
0.9744999999999999	0.45999999999999996	1.3151704159712009e8	1.4464661433812264e8	1.4815102206446445e8	1.4815102206446445e8	1.1098492175755636e8	1.2727750019366698e8	1.0154043671740937e8	1.2563641271180533e8	1.1891214176550168e8	1.1677347471834247e8
0.9744999999999999	0.61	1.598876920816054e8	1.7468531253519693e8	1.7779091901756442e8	1.7779091901756442e8	1.3144146074063575e8	1.508038877587812e8	1.2216291914903273e8	1.5193344166062075e8	1.4265735016118693e8	1.4057121167220026e8
0.9744999999999999	0.76	1.8795888221780106e8	2.0449228367402533e8	2.0736835878805056e8	2.0736835878805056e8	1.5164401995479804e8	1.7784649793512124e8	1.427073233045015e8	1.780016530666386e8	1.6619027553754774e8	1.642766869404059e8
0.9744999999999999	0.9099999999999999	2.1489905178727698e8	2.3303115332603455e8	2.3564625821408254e8	2.3564625821408254e8	1.707731629561318e8	2.045747217899246e8	1.6236401471511298e8	2.0296992638210526e8	1.8864042192492133e8	1.8696376543900046e8
0.9744999999999999	1.06	2.4139314905466765e8	2.6110534845473832e8	2.6349605239048874e8	2.6349605239048874e8	1.8963904992214176e8	2.3028574420400026e8	1.8173006757390785e8	2.2755164117502168e8	2.107616203863733e8	2.0929542913581806e8
0.9744999999999999	1.21	2.6805714589542797e8	2.894353298469598e8	2.917038115769096e8	2.917038115769096e8	2.08898636416471e8	2.551150202196047e8	2.0134074381640986e8	2.5237935132149592e8	2.332010672313194e8	2.31872273704954e8
0.9744999999999999	1.3599999999999999	2.9403929099022293e8	3.1699510609242356e8	3.191110001758092e8	3.191110001758092e8	2.2752435438105565e8	2.7925532606494784e8	2.204087383539048e8	2.765445159200717e8	2.549928562558573e8	2.5382360390861794e8
0.9744999999999999	1.51	3.1942980824465036e8	3.4388764132368594e8	3.458254482364975e8	3.458254482364975e8	2.4560400356933704e8	3.027990923086938e8	2.390068214725229e8	3.0013542663163584e8	2.762244844012999e8	2.752333149263939e8
